timestamp,symbol,currency,underlying,quoteCurrency,currentQty,avgEntryPrice,breakEvenPrice,markPrice,liquidationPrice,bankruptPrice,realisedPnl,unrealisedPnl,homeNotional,foreignNotional,avgCostPrice,commission,crossMargin,currentComm,currentCost,deleveragePercentile,grossOpenPremium,initMargin,initMarginReq,isOpen,leverage,maintMargin,maintMarginReq,marginCallPrice,markValue,openOrderBuyCost,openOrderBuyPremium,openOrderBuyQty,openOrderSellCost,openOrderSellPremium,openOrderSellQty,openingQty,posComm,posCost,posCross,posInit,posLoss,posMaint,posMargin,positionReport,prevRealisedPnl,prevUnrealisedPnl,realisedCost,rebalancedPnl,riskLimit,riskValue,strategy,unrealisedCost,unrealisedPnlPcnt,unrealisedRoePcnt
2026-07-03T08:08:50.506Z,XBTUSD,XBt,XBT,USD,-1088000,72498.4413,81407.3,61687.7,1000000,1000000,0,263009324,-17.6372416,1088000,72498.4413,0.0005,true,0,1500714836,1,0,32638946,0.01,true,100,7503575,0.005,,1763724160,-5585002200,0,2320000,-551643600,0,380000,,0,1500714836,0,0,0,7503575,7503575,,1404753,,0,164235078,20000000000,4729552915,OneWay,1500714836,0.1753,17.5256
